Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF,Kendall Brown (27114993),Kendall Brown,27114993,SF/F/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,IND,4.67
PF/C,Luke Kornet (27114774),Luke Kornet,27114774,PF/C/F/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,10.01
PF,Mfiondu Kabengele (27114778),Mfiondu Kabengele,27114778,PF/F/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,3.88
PF,Juan Toscano-Anderson (27114787),Juan Toscano-Anderson,27114787,PF/F/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,UTA,7.51
C,Damian Jones (27114790),Damian Jones,27114790,C/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,UTA,7.88
SG,Johnny Juzang (27114792),Johnny Juzang,27114792,SG/G/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,UTA,7.11
C,Udoka Azubuike (27114795),Udoka Azubuike,27114795,C/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,UTA,5.62
C,Micah Potter (27114797),Micah Potter,27114797,C/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,UTA,3.58
PG,JD Davison (27114890),JD Davison,27114890,PG/G/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,2.53
C,Mike Muscala (27114893),Mike Muscala,27114893,C/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,13.04
SF,Danilo Gallinari (27114895),Danilo Gallinari,27114895,SF/F/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,0
PG/SG,Payton Pritchard (27114898),Payton Pritchard,27114898,PG/SG/G/UTIL,3000,BOS@UTA 03/18/2023 09:00PM ET,BOS,8.98
